고유번호,성분명(국문),영문명,CAS번호,배합용도,EWG등급,천식/호흡,피부자극,발달/생식,발암,천식/호흡,피부자극,발달/생식,발암,국내유해,D S L,EPA,SLS/SLES,4급암모늄,향료,색소/형광,가습기,비고,S or R,천식/호흡,피부자극,발달/생식,발암,눈자극,
1057,"가수분해된 에텐일 폼아마이드 호모폴리머, 염화수소산염류","Formamide, ethenyl-, homopolymer, hydrolyzed, hydrochlorides",,안정제,,,,,,,,,,,,,,,,,,,,,,,,,
1058,메톡시폴리옥시메틸렌멜라민,Methoxypolyoxymethylene Melamine ,68002-20-0,"결합제, 피막형성제 ",,,,,,,,,,,,,,,,,,,,,,,,,
1059,황산 가수분해된 호모폴리머 N-에텐일 폼아마이드,"Formamide, N-ethenyl-, Homopolymer, Hydrolyzed, Sulfate",,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1060,폴리쿼터늄-37,Polyquaternium-37 ,26161-33-1,"정전기방지제, 피막형성제, 모발고정제",,,,,,,,,,,,,,,,,,,,,,,,,
1061,"3-(o-에틸페닐)-2,2-다이메틸프로피온알데하이드","3-(o-ethylphenyl)-2,2-dimethylpropionaldehyde",67634-14-4,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1062,멕시칸주니퍼오일,Juniperus Mexicana Oil ,68990-83-0,착향제,,,,,,,,,,,,,,,,,,,,,,,,,
1063,3-사이클로헥실프로피온산 알릴,Allyl 3-cyclohexylpropionate,2705-87-5,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1064,"도데카하이드로-3a,6,6,9a-테트라메틸나프토[2,1-b]퓨란","Dodecahydro-3a,6,6,9a-tetramethylnaphtho[2,1-b]furan",3738-00-9,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1065,"2-메틸-1,3-다이옥솔란-2-아세트산 에틸","Ethyl 2-methyl-1,3-dioxolane-2-acetate",6413-10-01,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1066,에틸바닐린,Ethyl Vanillin,121-32-4,"감미제, 착향제",,,,,,,,,,,,,,,,,,,,,,,,,
1067,베타-이오논,β-Ionone,79-77-6,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1068,아세트산 4-tert-뷰틸사이클로,4-tert-butylcyclohexyl acetate,18479-51-1,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1069,트라이사이클로데세닐프로피오네이트,icyclodecenyl Propionate ,17511-60-3,"착향제, 피부컨디셔닝제(기타) ",,,,,,,,,,,,,,,,,,,,,,,,,
1070,트라이메틸벤젠프로판올,Trimethylbenzenepropanol ,103694-68-4,"착향제, 피부컨디셔닝제(기타) ",,,,,,,,,,,,,,,,,,,,,,,,,
1071,감마-노나락톤,Gamma-Nonalactone ,104-61-0,"착향제, 피부컨디셔닝제(기타) ",,,,,,,,,,,,,,,,,,,,,,,,,
1072,"3,7-다이메틸옥트-6-엔-3-올","3,7-dimethyloct-6-en-3-ol",18479-51-1,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1073,"2,4-다이하이드록시-3,6-다이메틸벤조산 메틸","Methyl 2,4-dihydroxy-3,6-dimethylbenzoate",4707-47-5,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1074,2-에틸-3-하이드록시-4-파이론,2-ethyl-3-hydroxy-4-pyrone,4940-11-08,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1075,(1-메틸-2-(5-메틸헥스-4-엔-2-일)사이클로프로필)메탄올METHANOL,(1-Methyl-2-(5-Methylhex-4-en-2-yl)Cyclopropyl)Methanol,,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1076,도큐세이트 소듐,Docusate sodium,577-11-7,계면활성제,,,,,,,,,,,,,,,,,,,,,,,,,
1077,2-하이드록시프로필 에터 β-사이클로덱스트린,"β-Cyclodextrin, 2-hydroxypropyl ethers",94035-02-6,탈취제,,,,,,,,,,,,,,,,,,,,,,,,,
1078,"1,1-다이메톡시-2-페닐에테인","1,1-dimethoxy-2-phenylethane",101-48-4,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1079,4-프로프-1-엔일베라트롤,4-prop-1-enylveratrole,93-16-3,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1080,"[3R-(3α,3aβ,6β,7β,8aα)]-옥타하이드로-6-메톡시-3,6,8,8-테트라메틸-1H-3a,7-메타노아줄렌","[3R-(3α,3aβ,6β,7β,8aα)]-octahydro-6-methoxy-3,6,8,8-tetramethyl-1H-3a,7-methanoazulene",19870-74-7,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1081,오렌지카보닐,Orange Carbonyl,68606-94-0,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1082,아세트산 3-메틸-2-뷰텐일,3-methyl-2-butenyl acetate,1191-16-8,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1083,운데카날,Undecanal ,112-44-7,착향제,,,,,,,,,,,,,,,,,,,,,,,,,
1084,"아세트산 3,5,5-트라이메틸헥실","3,5,5-trimethylhexyl acetate",58430-94-7,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1085,다이메틸헵텐알,Dimethyl Heptenal ,106-72-9,피부컨디셔닝제(기타) ,,,,,,,,,,,,,,,,,,,,,,,,,
1086,4-사이클로헥실-2-페틸-2-뷰탄올,4-cyclohexyl-2-methyl-2-butanol,83926-73-2,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1087,"2-메틸-1,3-다이옥솔란-2-아세트산 에틸","Ethyl 2-methyl-1,3-dioxolane-2-acetate",6413-10-01,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1088,아이소아밀아세테이트,Isoamyl Acetate ,123-92-2,"착향제, 용제",,,,,,,,,,,,,,,,,,,,,,,,,
1089,2- 사이클로헥실-2-사이클로헥실리딘 아세토나이트릴,2-cyclohexyl-2-cyclohexylidene acetonitrile,10461-98-0,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1090,헥사데카노락톤,Hexadecanolactone ,109-29-5,착향제,,,,,,,,,,,,,,,,,,,,,,,,,
1091,베라트르알데하이드,Veratraldehyde,120-14-9,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1092,사이클로펜타데칸온,Cyclopentadecanone ,502-72-7,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1093,이소부틸 살리실레이트,Isobutyl salicylate,87-19-4,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1094,에틸아세토아세테이트,Ethyl Acetoacetate ,141-97-9,착향제,,,,,,,,,,,,,,,,,,,,,,,,,
